prkplceNo,prkplceNm,prkplceSe,prkplceType,rdnmadr,lnmadr,prkcmprt,feedingSe,enforceSe,operDay,weekdayOperOpenHhmm,weekdayOperColseHhmm,satOperOperOpenHhmm,satOperCloseHhmm,holidayOperOpenHhmm,holidayCloseOpenHhmm,parkingchrgeInfo,basicTime,basicCharge,addUnitTime,addUnitCharge,dayCmmtktAdjTime,dayCmmtkt,monthCmmtkt,metpay,spcmnt,institutionNm,phoneNumber,latitude,longitude,pwdbsPpkZoneYn,referenceDate,insttCode,insttNm
138-4-000137,태양주차장,민영,노외,,부산광역시 해운대구 재송동 939-9,8,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.19023506,129.1174634,,2026-04-17,3330000,부산광역시 해운대구
138-4-000138,신신주차장,민영,노외,,부산광역시 해운대구 송정동 137-6,13,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18375523,129.2002387,,2026-04-17,3330000,부산광역시 해운대구
138-4-000139,동남주차장,민영,노외,부산광역시 해운대구 해운대해변로237번길 9 (우동),부산광역시 해운대구 우동 648-1,9,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.15964313,129.1575361,,2026-04-17,3330000,부산광역시 해운대구
138-4-000140,비치주차장,민영,노외,부산광역시 해운대구 해운대해변로209번가길 24(우동),부산광역시 해운대구 우동 649-1,108,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.15924612,129.1563448,,2026-04-17,3330000,부산광역시 해운대구
138-4-000141,파킹오피스 해운대점,민영,노외,부산광역시 해운대구 중동1로 42-18 (중동),부산광역시 해운대구 중동 1394-372,66,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16152903,129.1630879,,2026-04-17,3330000,부산광역시 해운대구
138-4-000142,W주차장,민영,노외,,부산광역시 해운대구 송정동 136-7,4,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18376164,129.1999432,,2026-04-17,3330000,부산광역시 해운대구
138-4-000143,센텀병원주차장,민영,노외,,부산광역시 해운대구 반여동 1206-36,5,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.20253149,129.1197364,,2026-04-17,3330000,부산광역시 해운대구
138-4-000144,중동주차장,민영,노외,,부산광역시 해운대구 중동 1326-6,13,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16821772,129.1702956,,2026-04-17,3330000,부산광역시 해운대구
138-4-000145,송정,민영,노외,,부산광역시 해운대구 송정동 121-2,18,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18755196,129.2034486,,2026-04-17,3330000,부산광역시 해운대구
138-4-000146,중동주차장,민영,노외,,부산광역시 해운대구 중동 249-3,18,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16901183,129.172154,,2026-04-17,3330000,부산광역시 해운대구
138-4-000147,해운대백병원임시주차장,민영,노외,부산광역시 해운대구 해운대로875 (좌동),부산광역시 해운대구 좌동 1435,352,기타,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,유료,10,,,,,,,현금+카드,,부산광역시 해운대구청,051-749-4887,35.17325948,129.1821639,,2026-04-17,3330000,부산광역시 해운대구
138-4-000148,강변주차장,민영,노외,부산광역시 해운대구 선수촌로145,부산광역시 해운대구 반여동 1218-3,81,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.20757877,129.1213594,,2026-04-17,3330000,부산광역시 해운대구
138-4-000149,요한파킹주차장,민영,노외,,부산광역시 해운대구 반여동 1449-20,14,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.2004074,129.1203123,,2026-04-17,3330000,부산광역시 해운대구
138-4-000119,해동주차장,민영,노외,부산광역시 해운대구 재반로 91 (재송동),부산광역시 해운대구 재송동1086-7,13,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18687439,129.1252504,,2026-04-17,3330000,부산광역시 해운대구
134-1-000001,가야중복도로,공영,노상,부산광역시 부산진구 냉정로 223,부산광역시 부산진구 개금동 171-49,119,3,요일제,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,10,200,10,200,12,4700,50000,,,부산광역시 부산진구청,051-605-5886,35.15130998,129.0241527,Y,2026-04-20,3290000,부산광역시 부산진구
134-1-000002,가야공원진입로,공영,노상,부산광역시 부산진구 가야공원로 30-1,부산광역시 부산진구 가야동 596-7,33,3,요일제,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,10,200,10,200,12,4700,50000,,4.27.부터 5부제적용,부산광역시 부산진구청,051-605-5886,35.15072727,129.0297645,Y,2026-04-20,3290000,부산광역시 부산진구
134-1-000003,신부산빌딩 앞(소망빌딩),공영,노상,부산광역시 부산진구 자유평화로 3번길 14-21,부산광역시 부산진구 범천동 839-32,27,1,요일제,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,10,500,10,500,12,15000,160000,,,부산광역시 부산진구청,051-605-5886,35.1422231,129.0618871,Y,2026-04-20,3290000,부산광역시 부산진구
134-1-000004,범천동신암로,공영,노상,부산광역시 부산진구 신암로 83,부산광역시 부산진구 범천동 1234-36,86,3,요일제,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,10,200,10,200,12,4700,50000,,4.27.부터 5부제적용,부산광역시 부산진구청,051-605-5886,35.14867928,129.0533226,Y,2026-04-20,3290000,부산광역시 부산진구
134-1-000005,경남공고 뒤,공영,노상,부산광역시 부산진구 전포대로 189번길 30,부산광역시 부산진구 전포동 693-2,27,2,요일제,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,10,300,10,300,12,8000,90000,,4.27.부터 5부제적용,부산광역시 부산진구청,051-605-5886,35.15371912,129.0634983,Y,2026-04-20,3290000,부산광역시 부산진구
134-1-000006,초읍동 성지곡로,공영,노상,부산광역시 부산진구 성지곡로 36-1,부산광역시 부산진구 초읍동 337-3,29,3,요일제,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,10,200,10,200,12,4700,50000,,4.27.부터 5부제적용,부산광역시 부산진구청,051-605-5886,35.1864407,129.0485185,Y,2026-04-20,3290000,부산광역시 부산진구
134-2-000001,주례초등학교,공영,노외,부산광역시 부산진구 진사로61번길 28-7,부산광역시 부산진구 개금동 630-5,67,2,요일제,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,10,300,10,300,24,8000,90000,,,부산광역시 부산진구청,051-605-5886,35.14579543,129.0194537,Y,2026-04-20,3290000,부산광역시 부산진구
139-2-000001,동주마루 공영주차장,공영,노외,,부산광역시 사하구 괴정동 378-57,48,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,신용카드,,부산광역시 사하구청,051-220-4511,35.0997866,129.0019298,Y,2026-07-08,3340000,부산광역시 사하구
139-1-000012,하단동 유수지 공영주차장,공영,노상,부산광역시 사하구 하신번영로 243,부산광역시 사하구 하단동 1172,17,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,12,2400,30000,현금,,부산광역시 사하구청,051-220-4515,35.1032902,128.9567705,Y,2026-07-08,3340000,부산광역시 사하구
139-1-000011,에코팩토리존 노상공영주차장,공영,노상,부산광역시 사하구 신산로 13,부산광역시 사하구 신평동 653-4,42,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,12,2400,30000,현금,,부산광역시 사하구청,051-220-4515,35.090522,128.957233,N,2026-07-08,3340000,부산광역시 사하구
139-1-000009,하단5일상설시장 공영주차장,공영,노상,,부산광역시 사하구 하단동 621,35,3,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,21:00,유료,10,200,10,200,12,4700,50000,현금,,부산광역시 사하구청,051-220-4515,35.1038468726,128.9714372688,N,2026-07-08,3340000,부산광역시 사하구
139-1-000008,장림2동 공영주차장,공영,노상,,부산광역시 사하구 장림동 569-1,83,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,12,2400,30000,현금,,부산광역시 사하구청,051-220-4515,35.0724231385,128.9729461,N,2026-07-08,3340000,부산광역시 사하구
139-1-000007,신평패션칼라 공영주차장,공영,노상,,부산광역시 사하구 신평동 664,94,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,12,2400,30000,현금,,부산광역시 사하구청,051-220-4515,35.092528728,128.9568032593,N,2026-07-08,3340000,부산광역시 사하구
139-1-000014,장림대동맨션 앞 노상공영주차장,공영,노상,부산광역시 사하구 다대로 289,부산광역시 사하구 장림동 307,49,3,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,200,10,200,12,4700,50000,현금,,부산광역시 사하구청,051-220-4515,35.0767481,128.9774694,Y,2026-07-08,3340000,부산광역시 사하구
139-2-000016,사릿골 공영주차장,공영,노외,부산광역시 사하구 사리로 47,부산광역시 사하구 괴정동 237-4,27,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,200,10,200,24,4700,90000,신용카드,,부산광역시 사하구청,051-220-4511,35.1041517,128.9984397,Y,2026-07-08,3340000,부산광역시 사하구
139-2-000015,신평골목시장 공영주차장,공영,노외,부산광역시 사하구 다대로116번길 13,부산광역시 사하구 신평동 99-9,25,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,200,10,200,24,4700,90000,신용카드,,부산광역시 사하구청,051-220-4515,35.0924643,128.9772853856,Y,2026-07-08,3340000,부산광역시 사하구
139-2-000013,감천문화마을 공영주차장,공영,노외,,부산광역시 사하구 감천동 17-46,27,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,신용카드,,부산광역시 사하구청,051-220-4511,35.0915280554,129.0073225415,Y,2026-07-08,3340000,부산광역시 사하구
139-2-000012,회화나무 공영주차장,공영,노외,부산광역시 사하구 괴정로 283-1,부산광역시 사하구 괴정동 514-4,62,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,200,10,200,24,4700,90000,신용카드,,부산광역시 사하구청,051-220-4511,35.0967843814,128.9923394625,Y,2026-07-08,3340000,부산광역시 사하구
139-2-000011,다대 중앙 공영주차장,공영,노외,,부산광역시 사하구 다대동 1552-20,156,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,200,10,200,24,4700,90000,신용카드,,부산광역시 사하구청,051-220-4511,35.0479120776,128.9656286007,Y,2026-07-08,3340000,부산광역시 사하구
139-2-000010,몰운대 공영주차장,공영,노외,부산광역시 사하구 몰운대1길 14,부산광역시 사하구 다대동 482-3,230,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,200,10,200,24,4700,90000,신용카드,,부산광역시 사하구청,051-220-4511,35.0463817181,128.9680154,Y,2026-07-08,3340000,부산광역시 사하구
139-2-000009,다대2동 공영주차장,공영,노외,,부산광역시 사하구 다대동 1588,125,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,신용카드,,부산광역시 사하구청,051-220-4511,35.0587524,128.9806860347,Y,2026-07-08,3340000,부산광역시 사하구
139-2-000008,감내 공영주차장,공영,노외,부산광역시 사하구 옥천로 57-1,부산광역시 사하구 감천동 16-485,50,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,신용카드,,부산광역시 사하구청,051-220-4511,35.0920321,129.0081873,Y,2026-07-08,3340000,부산광역시 사하구
139-2-000007,감천2동 공영주차장,공영,노외,부산광역시 사하구 감내1로175번길 5,부산광역시 사하구 감천동 12,40,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,신용카드,,부산광역시 사하구청,051-220-4511,35.0956857695,129.008716,Y,2026-07-08,3340000,부산광역시 사하구
139-2-000005,장림동 복합 공영주차장,공영,노외,부산광역시 사하구 장림로 106,부산광역시 사하구 장림동 1144-1,149,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,신용카드,,부산광역시 사하구청,051-220-4511,35.081669196,128.9608015469,Y,2026-07-08,3340000,부산광역시 사하구
139-1-000013,통일아시아드공원 일원 노상공영,공영,노상,,부산광역시 사하구 다대동 1595,144,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,12,2400,30000,현금,,부산광역시 사하구청,051-220-4515,35.0604040771,128.9842654956,Y,2026-07-08,3340000,부산광역시 사하구
139-2-000004,장림 노외 공영주차장,공영,노외,,부산광역시 사하구 장림동 328-4,53,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,신용카드,,부산광역시 사하구청,051-220-4511,35.0821613,128.9671194,Y,2026-07-08,3340000,부산광역시 사하구
139-2-000003,신평장림산업단지 공영주차장,공영,노외,부산광역시 사하구 장평로 254,부산광역시 사하구 신평동 545-2,135,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,200,10,200,24,4700,90000,신용카드,,부산광역시 사하구청,051-220-4511,35.088676952,128.9733394,Y,2026-07-08,3340000,부산광역시 사하구
139-2-000002,을숙도 공영주차장,공영,노외,부산광역시 사하구 낙동남로1233번길 20,부산광역시 사하구 하단동 1149-5,340,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,신용카드,,부산광역시 사하구청,051-220-4511,35.1094411,128.9469487,Y,2026-07-08,3340000,부산광역시 사하구
139-2-000022,부네치아 공영주차장,공영,노외,부산광역시 사하구 을숙도대로 466,부산광역시 사하구 신평동 659-2,46,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,신용카드,,부산광역시 사하구청,051-220-4511,35.0833161,128.956595103,Y,2026-07-08,3340000,부산광역시 사하구
139-1-000006,동성화학 앞 공영주차장,공영,노상,부산광역시 사하구 하신번영로 19,부산광역시 사하구 신평동 370-116,47,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,12,2400,30000,현금,,부산광역시 사하구청,051-220-4515,35.0842304,128.9584313,N,2026-07-08,3340000,부산광역시 사하구
139-1-000005,대한제강 앞 복합 공영주차장,공영,노상,,부산광역시 사하구 신평동 370-17,164,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,12,2400,30000,현금,,부산광역시 사하구청,051-220-4515,35.0870544418,128.9649848972,N,2026-07-08,3340000,부산광역시 사하구
139-1-000004,도시철도 신평역 앞 공영주차장,공영,노상,,부산광역시 사하구 신평동 665,49,3,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,200,10,200,12,4700,50000,현금,,부산광역시 사하구청,051-220-4515,35.0939046036,128.9603137071,Y,2026-07-08,3340000,부산광역시 사하구
139-1-000003,괴정천복개로(하단동) 공영주차장,공영,노상,,부산광역시 사하구 하단동 870-6,88,3,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,200,10,200,12,4700,50000,현금,,부산광역시 사하구청,051-220-4515,35.1029816,128.9681119548,N,2026-07-08,3340000,부산광역시 사하구
